,score,names_wiki+googleart+wga+meisterwerke+moma+artuk,dates_wiki+googleart+wga+meisterwerke+moma+artuk,names_rijks,dates_rijks,is_same,artist_id_wiki+googleart+wga+meisterwerke+moma+artuk,artist_id_rijks,idx,total_works_count,year_diff
442,100,"[vincenzo camuccini, camuccini, vincenzo]","[1771, 1844]","[camuccini, vincenzo, vincenzo camuccini]","[1702, 1844]",1,googleart_m07f5z3,rijks_rjgd-vincenzo-camuccini,"(3720, 4935)",6,"[69, 0]"
443,100,"[lanfranco, giovanni, giovanni lanfranco]","[1582, 1647]","[giovanni lanfranco, lanfranco, giovanni]","[1501, 1647]",1,googleart_m07j5gr,rijks_rjgd-giovanni-lanfranco,"(3733, 1787)",40,"[81, 0]"
444,100,"[romeyn de hooghe, hooghe, romeyn de]","[1645, 1708]","[hooghe, romeyn de, romeyn de hooghe]","[1609, 1708]",1,googleart_m07jy50,rijks_rjgd-romeyn-de-hooghe,"(3736, 4663)",2066,"[36, 0]"
446,100,[augustinus terwesten],"[1649, 1711]","[augustinus terwesten (i), terwesten, augustinus (i)]","[1605, 1711]",1,googleart_m07k78sm,rijks_rjgd-augustinus-terwesten-(i),"(3741, 452)",61,"[44, 0]"
447,100,[wybrand de geest],"[1592, 1661]","[geest, wybrand de (i), wybrand de geest (i)]","[1592, 1665]",1,googleart_m07k8d63,rijks_rjgd-wybrand-de-geest-(i),"(3743, 5120)",26,"[0, 4]"
461,100,"[bassen, bartholomeus van, van bassen, bartholomeus, bartholomeus van bassen]","[1590, 1652]","[bartholomeus van bassen, bassen, bartholomeus van]","[1595, 1652]",1,googleart_m07kbxqy,rijks_rjgd-bartholomeus-van-bassen,"(3747, 516)",19,"[5, 0]"
462,100,[jacob campo weyerman],"[1677, 1747]","[jacob campo weyerman, weyerman, jacob campo]","[1608, 1747]",1,googleart_m07kfbhg,rijks_rjgd-jacob-campo-weyerman,"(3748, 2354)",4,"[69, 0]"
101,100,"[raden saleh sjarif boestaman, raden saleh]","[1811, 1880]","[raden sarief bastaman saleh, saleh, raden sarief bastaman]","[1814, 1880]",1,googleart_m07m83n,rijks_rjgd-raden-sarief-bastaman-saleh,"(1852, 4577)",34,"[3, 0]"
465,100,[willem de zwart],"[1862, 1931]","[willem de zwart, zwart, willem de]","[1805, 1931]",1,googleart_m07ngwj,rijks_rjgd-willem-de-zwart,"(3760, 5009)",17,"[57, 0]"
469,100,[johannes spilberg],"[1619, 1690]","[johannes spilberg (ii), spilberg, johannes (ii)]","[1604, 1690]",1,googleart_m07s50zd,rijks_rjgd-johannes-spilberg-(ii),"(3772, 3247)",5,"[15, 0]"
472,89,[pieter soutman],"[1620.0, 1849.0]","[bouman, pieter, pieter bouman]","[1764, 1828]",0,googleart_m07s76_2,rijks_rjgd-pieter-bouman,"(3775, 4386)",147,"[144.0, 21.0]"
473,100,"[delff, willem jacobsz, willem jacobsz delff]","[1580, 1638]","[delff, willem jacobsz., willem jacobsz. delff]","[1509, 1638]",1,googleart_m07s7bwm,rijks_rjgd-willem-jacobsz.-delff,"(3776, 5025)",360,"[71, 0]"
474,100,"[dirck van delen, delen, dirck van, van delen, dirck]","[1604, 1671]","[delen, dirck van, dirck van delen]","[1605, 1671]",1,googleart_m07s7sps,rijks_rjgd-dirck-van-delen,"(3777, 1125)",40,"[1, 0]"
475,100,"[werner van den valckert, valckert, werner jacobsz. van den]","[1580, 1627]","[valckert, werner van den, werner van den valckert]","[1585, 1627]",1,googleart_m07scbqp,rijks_rjgd-werner-van-den-valckert,"(3780, 4973)",28,"[5, 0]"
477,100,"[laer, pieter van, pieter van laer]","[1592, 1642]","[laer, pieter bodding van, pieter bodding van laer]","[1512, 1642]",1,googleart_m07yxc9,rijks_rjgd-pieter-bodding-van-laer,"(3804, 4384)",56,"[80, 0]"
479,100,[jan claesz rietschoof],"[1652, 1719]","[jan claesz. rietschoof, rietschoof, jan claesz.]","[1605, 1719]",1,googleart_m080lrt4,rijks_rjgd-jan-claesz.-rietschoof,"(3809, 2627)",6,"[47, 0]"
481,100,[cornelius varley],"[1781, 1873]","[cornelius varley, varley, cornelius]","[1711, 1873]",1,googleart_m08b3ns,rijks_rjgd-cornelius-varley,"(3839, 966)",8,"[70, 0]"
483,100,"[la hyre, laurent de la, la hire, laurent de, laurent de la hyre]","[1606, 1656]","[la hire, laurent de, laurent de la hire]","[1602, 1656]",1,googleart_m08j0n2,rijks_rjgd-laurent-de-la-hire,"(3873, 3519)",55,"[4, 0]"
484,100,"[neer, eglon van der, van der neer, eglon hendrik, eglon van der neer]","[1634, 1703]","[eglon van der neer, neer, eglon van der]","[1634, 1705]",1,googleart_m08j264,rijks_rjgd-eglon-van-der-neer,"(3874, 1216)",31,"[0, 2]"
490,100,"[catharina van hemessen, hemessen, catharina van]","[1528, 1588]","[catharina van hemessen, hemessen, catharina van]","[1528, 1580]",1,googleart_m0928s2,rijks_rjgd-catharina-van-hemessen,"(3909, 687)",5,"[0, 8]"
76,100,"[judith jans leyster (leijster), judith leyster, leyster, judith]","[1609, 1660]","[judith leyster, leyster, judith]","[1607, 1660]",1,googleart_m092s6g,rijks_rjgd-judith-leyster,"(1258, 3377)",39,"[2, 0]"
493,100,"[jean baptiste vanmour, vanmour, jean-baptiste]","[1671, 1737]","[jean baptiste vanmour, vanmour, jean baptiste]","[1601, 1737]",1,googleart_m09df4w,rijks_rjgd-jean-baptiste-vanmour,"(3937, 2923)",181,"[70, 0]"
496,100,"[melchior lorck, lorck, melchior]","[1526, 1598]","[lorck, melchior, melchior lorck]","[1527, 1588]",1,googleart_m09g9jck,rijks_rjgd-melchior-lorck,"(3947, 3841)",16,"[1, 10]"
497,100,[benedetto montagna],"[1480, 1550.0]","[benedetto montagna, montagna, benedetto]","[1481, 1558]",1,googleart_m09gdd9q,rijks_rjgd-benedetto-montagna,"(3949, 548)",30,"[1, 8.0]"
499,100,"[musscher, michiel van, michiel van musscher]","[1645, 1705]","[michiel van musscher, musscher, michiel van]","[1601, 1706]",1,googleart_m09ghhqb,rijks_rjgd-michiel-van-musscher,"(3952, 3883)",46,"[44, 1]"
500,100,[reinier van persijn],"[1615, 1668]","[persijn, reinier van, reinier van persijn]","[1614, 1668]",1,googleart_m09gmdxh,rijks_rjgd-reinier-van-persijn,"(3955, 4597)",235,"[1, 0]"
501,100,[pauwels van hillegaert],"[1596, 1640]","[hillegaert, pauwels van, pauwels van hillegaert]","[1596, 1658]",1,googleart_m09gndtf,rijks_rjgd-pauwels-van-hillegaert,"(3957, 4243)",32,"[0, 18]"
502,100,[dirk langendijk],"[1748, 1805]","[dirk langendijk, langendijk, dirk]","[1703, 1812]",1,googleart_m09gpjdk,rijks_rjgd-dirk-langendijk,"(3958, 1140)",98,"[45, 7]"
503,100,"[goudt, hendrick, hendrick goudt]","[1583, 1648]","[goudt, hendrick, hendrick goudt]","[1585, 1648]",1,googleart_m09k606s,rijks_rjgd-hendrick-goudt,"(3963, 1987)",44,"[2, 0]"
506,100,"[alessandro tiarini, tiarini, alessandro]","[1577, 1668]","[alessandro tiarini, tiarini, alessandro]","[1503, 1668]",1,googleart_m09pv7x,rijks_rjgd-alessandro-tiarini,"(3978, 221)",9,"[74, 0]"
507,97,[pierre brébiette],"[1598, 1642]","[brebiette, pierre, pierre brebiette]","[1598, 1650]",1,googleart_m09rv3sd,rijks_rjgd-pierre-brebiette,"(3985, 4337)",8,"[0, 8]"
509,100,"[aert van waes, waes, a., maes, aert van(?), maas, aert van, maes, aert van]","[1620, 1675]","[aert van waes, waes, aert van]","[1620, 1664]",1,googleart_m09v268n,rijks_rjgd-aert-van-waes,"(3993, 182)",5,"[0, 11]"
508,100,"[aert van waes, waes, a., maes, aert van(?), maas, aert van, maes, aert van]","[1620, 1675]","[aert maes, maes, aert]","[1630, 1664]",0,googleart_m09v268n,rijks_rjgd-aert-maes,"(3993, 176)",5,"[10, 11]"
510,96,[isaac israëls],"[1865, 1934]","[isaac israels, israels, isaac]","[1802, 1934]",1,googleart_m09vy0n,rijks_rjgd-isaac-israels,"(4004, 2230)",73,"[63, 0]"
511,100,"[willem maris, maris, willem]","[1844, 1910]","[maris, willem, willem maris]","[1802, 1910]",1,googleart_m09x013,rijks_rjgd-willem-maris,"(4006, 5038)",53,"[42, 0]"
1072,89,"[agostino carracci, carracci, agostino]","[1557, 1602]","[a. carracci, carracci, a.]","[1567.0, 1570.0]",0,googleart_m0_52,rijks_rjgd-a.-carracci,"(5, 32)",106,"[10.0, 32.0]"
4,100,"[agostino carracci, carracci, agostino]","[1557, 1602]","[agostino carracci, carracci, agostino]","[1557, 1603]",1,googleart_m0_52,rijks_rjgd-agostino-carracci,"(32, 184)",114,"[0, 1]"
512,100,[moses ter borch],"[1645, 1667]","[borch, moses ter, moses ter borch]","[1606, 1667]",1,googleart_m0_s19wr,rijks_rjgd-moses-ter-borch,"(4016, 4036)",320,"[39, 0]"
514,100,"[egbert van heemskerck, heemskerck, egbert jaspersz. van, the elder, van heemskerck ii, egbert]","[1634, 1704]","[egbert van heemskerck (ii), heemskerck, egbert van (ii)]","[1686, 1696]",1,googleart_m0b0m29,rijks_rjgd-egbert-van-heemskerck-(ii),"(4020, 1211)",57,"[52, 8]"
515,100,"[egbert van heemskerck, heemskerck, egbert jaspersz. van, the elder, van heemskerck ii, egbert]","[1634, 1704]","[egbert van heemskerck (i), heemskerck, egbert van (i)]","[1635, 1704]",0,googleart_m0b0m29,rijks_rjgd-egbert-van-heemskerck-(i),"(4020, 1210)",57,"[1, 0]"
516,100,"[ottavio leoni, leoni, ottavio]","[1568, 1630]","[leoni, ottavio mario, ottavio mario leoni]","[1587, 1630]",1,googleart_m0b0nr5,rijks_rjgd-ottavio-mario-leoni,"(4021, 4176)",80,"[19, 0]"
521,100,"[van balen i, hendrik, hendrick van balen, balen, hendrick van]","[1575, 1632]","[balen, hendrik van (i), hendrik van balen (i)]","[1573, 1632]",1,googleart_m0bb4dy,rijks_rjgd-hendrik-van-balen-(i),"(4054, 2074)",31,"[2, 0]"
523,100,"[furini, francesco, francesco furini]","[1600, 1646]","[francesco furini, furini, francesco]","[1603, 1646]",1,googleart_m0bcll2,rijks_rjgd-francesco-furini,"(4062, 1343)",30,"[3, 0]"
524,100,"[lambert lombard, lombard, lambert]","[1505, 1566]","[lambert lombard, lombard, lambert]","[1506, 1566]",1,googleart_m0bd48_,rijks_rjgd-lambert-lombard,"(4063, 3498)",35,"[1, 0]"
525,100,"[antonie waterloo, waterloo, anthonie]","[1609, 1690]","[anthonie waterloo, waterloo, anthonie]","[1605, 1690]",1,googleart_m0bh7bwz,rijks_rjgd-anthonie-waterloo,"(4068, 325)",62,"[4, 0]"
529,100,[leendert van der cooghen],"[1632, 1681]","[cooghen, leendert van der, leendert van der cooghen]","[1605, 1681]",1,googleart_m0bwh1yf,rijks_rjgd-leendert-van-der-cooghen,"(4093, 3532)",61,"[27, 0]"
534,100,"[savery, jacob i, jacob savery]","[1565, 1603]","[jacob savery (i), savery, jacob (i)]","[1566, 1604]",1,googleart_m0bxzcy4,rijks_rjgd-jacob-savery-(i),"(4104, 2428)",43,"[1, 1]"
1797,91,[katsukawa shunshō],"[1726, 1792]","[katsukawa shuncho, shuncho, katsukawa]","[1780.0, 1790.0]",0,googleart_m0bysnq,rijks_rjgd-katsukawa-shuncho,"(3434, 4109)",162,"[54.0, 2.0]"
536,100,[cornelis apostool],"[1762, 1844]","[apostool, cornelis, cornelis apostool]","[1708, 1844]",1,googleart_m0c03kh_,rijks_rjgd-cornelis-apostool,"(4113, 853)",15,"[54, 0]"
537,100,"[testa, pietro, pietro testa]","[1611, 1650]","[pietro testa, testa, pietro]","[1612, 1650]",1,googleart_m0c2qv_,rijks_rjgd-pietro-testa,"(4117, 4552)",31,"[1, 0]"
540,100,[cornelis pronk],"[1691, 1759]","[cornelis pronk, pronk, cornelis]","[1612, 1759]",1,googleart_m0c3zkl6,rijks_rjgd-cornelis-pronk,"(4125, 930)",392,"[79, 0]"
541,100,[abraham de haen],"[1707, 1748]","[abraham de haen (ii), haen, abraham de (ii)]","[1704, 1748]",1,googleart_m0c40t1m,rijks_rjgd-abraham-de-haen-(ii),"(4126, 47)",83,"[3, 0]"
542,100,[jean-pierre norblin de la gourdaine],"[1745, 1830]","[jean pierre norblin de la gourdaine, norblin de la gourdaine, jean pierre]","[1707, 1830]",1,googleart_m0cgcxs,rijks_rjgd-jean-pierre-norblin-de-la-gourdaine,"(4136, 2982)",7,"[38, 0]"
544,100,"[michael angelo rooker, rooker, michael angelo]","[1743, 1801]","[michael angelo rooker, rooker, michael angelo]","[1743, 1803]",1,googleart_m0cm7wwl,rijks_rjgd-michael-angelo-rooker,"(4147, 3846)",14,"[0, 2]"
545,100,[rochus van veen],"[1630, 1693]","[rochus van veen, veen, rochus van]","[1640, 1693]",1,googleart_m0cmddd8,rijks_rjgd-rochus-van-veen,"(4152, 4646)",10,"[10, 0]"
546,100,[lambert doomer],"[1624, 1700]","[doomer, lambert, lambert doomer]","[1624, 1707]",1,googleart_m0cny9wm,rijks_rjgd-lambert-doomer,"(4156, 3495)",30,"[0, 7]"
547,100,"[dijk, philip van, philip van dijk]","[1683, 1753]","[dijk, philip van, philip van dijk]","[1601, 1753]",1,googleart_m0cnzncv,rijks_rjgd-philip-van-dijk,"(4159, 4294)",23,"[82, 0]"
48,89,"[holbein the younger, hans, holbein d. j., hans, holbein, hans the younger, hans holbein the younger]","[1497, 1543]","[hans holbein (ii), holbein, hans (ii)]","[1498, 1543]",1,googleart_m0cy9m,rijks_rjgd-hans-holbein-(ii),"(881, 1930)",887,"[1, 0]"
550,100,[victor-jean nicolle],"[1754, 1826]","[nicolle, victor jean, victor jean nicolle]","[1710, 1826]",1,googleart_m0czw6p,rijks_rjgd-victor-jean-nicolle,"(4183, 4927)",21,"[44, 0]"
553,100,[philipp uffenbach],"[1566, 1636]","[philipp uffenbach, uffenbach, philipp]","[1501, 1636]",1,googleart_m0d4rjp,rijks_rjgd-philipp-uffenbach,"(4191, 4299)",6,"[65, 0]"
555,100,"[neureuther, eugen & otto wustlich, neureuther, eugen, eugen napoleon neureuther, neureuther, eugen napoleon]","[1806, 1882]","[eugen napoleon neureuther, neureuther, eugen napoleon]","[1801, 1882]",1,googleart_m0db_m6,rijks_rjgd-eugen-napoleon-neureuther,"(4202, 1277)",14,"[5, 0]"
557,100,"[cornelis bos, bos, cornelis]","[1506, 1566]","[bos, cornelis, cornelis bos]","[1510, 1566]",1,googleart_m0dgrgtn,rijks_rjgd-cornelis-bos,"(4211, 863)",319,"[4, 0]"
558,100,[mattheus terwesten],"[1670, 1757]","[mattheus terwesten, terwesten, mattheus]","[1602, 1757]",1,googleart_m0dljtnz,rijks_rjgd-mattheus-terwesten,"(4217, 3768)",70,"[68, 0]"
559,100,[david van der plas],"[1647, 1704]","[david van der plas, plas, david van der]","[1612, 1705]",1,googleart_m0dlltn1,rijks_rjgd-david-van-der-plas,"(4221, 1064)",11,"[35, 1]"
561,100,"[hoefnagel, jacob, jacob hoefnagel]","[1575, 1630]","[hoefnagel, jacob, jacob hoefnagel]","[1575, 1640]",1,googleart_m0dm7fz,rijks_rjgd-jacob-hoefnagel,"(4224, 2393)",71,"[0, 10]"
562,100,[abraham genoels],"[1640, 1723]","[abraham genoels (ii), genoels, abraham (ii)]","[1650.0, 1686.0]",1,googleart_m0ds0bl4,rijks_rjgd-abraham-genoels-(ii),"(4227, 59)",106,"[10.0, 37.0]"
563,100,"[feddes, pieter, pieter feddes van harlingen]","[1585, 1634]","[feddes van harlingen, pieter, pieter feddes van harlingen]","[1586, 1623]",1,googleart_m0ds41dy,rijks_rjgd-pieter-feddes-van-harlingen,"(4228, 4423)",227,"[1, 11]"
564,100,[jan van call],"[1655, 1703]","[call, jan van (i), jan van call (i)]","[1656, 1706]",1,googleart_m0ds9dq_,rijks_rjgd-jan-van-call-(i),"(4231, 2803)",77,"[1, 3]"
567,100,"[silvestre, israël, israel silvestre]","[1621, 1691]","[israël silvestre, silvestre, israël]","[1608, 1691]",1,googleart_m0f_q_j,rijks_rjgd-israël-silvestre,"(4248, 2258)",73,"[13, 0]"
570,100,[remigius adrianus haanen],"[1812, 1894]","[haanen, remigius adrianus, remigius adrianus haanen]","[1801, 1894]",1,googleart_m0fp4l2,rijks_rjgd-remigius-adrianus-haanen,"(4254, 4604)",105,"[11, 0]"
572,100,"[schuppen, jacques van, jacob van schuppen]","[1670, 1751]","[jacob van schuppen, schuppen, jacob van]","[1601, 1751]",1,googleart_m0g05qh,rijks_rjgd-jacob-van-schuppen,"(4266, 2457)",18,"[69, 0]"
576,100,"[joseph duplessis, duplessis, joseph-siffred]","[1725, 1802]","[duplessis, joseph siffrède, joseph siffrède duplessis]","[1709, 1804]",1,googleart_m0g4z6c,rijks_rjgd-joseph-siffrède-duplessis,"(4277, 3353)",16,"[16, 2]"
580,100,"[cleve, hendrick van iii, hendrick van cleve iii]","[1525, 1592]","[cleve, hendrick van, hendrick van cleve]","[1525, 1589]",1,googleart_m0g9yt1v,rijks_rjgd-hendrick-van-cleve,"(4292, 2001)",65,"[0, 3]"
581,100,"[mulier, pieter the younger, pieter mulier ii, mulier the younger, pieter]","[1637, 1701]","[mulier, pieter (ii), pieter mulier (ii)]","[1637, 1706]",1,googleart_m0gfdc_g,rijks_rjgd-pieter-mulier-(ii),"(4300, 4472)",20,"[0, 5]"
582,100,"[kager, johann mathias, johann matthias kager]","[1566, 1634]","[johann mathias kager, kager, johann mathias]","[1575, 1634]",1,googleart_m0gh2p9,rijks_rjgd-johann-mathias-kager,"(4304, 3130)",8,"[9, 0]"
584,100,"[joos van cleve, cleve, joos van]","[1485, 1541]","[cleve, joos van, joos van cleve]","[1490, 1541]",1,googleart_m0gp54j,rijks_rjgd-joos-van-cleve,"(4318, 3312)",40,"[5, 0]"
585,100,[jacob de gheyn iii],"[1596, 1641]","[gheyn, jacob de (iii), jacob de gheyn (iii)]","[1596, 1644]",1,googleart_m0gr0dc,rijks_rjgd-jacob-de-gheyn-(iii),"(4323, 2365)",62,"[0, 3]"
587,100,"[bry, theodor de, theodor de bry]","[1528, 1598]","[bry, johann theodor en johann israel de, johann theodor en johann israel de bry]","[1590.0, 1590.0]",0,googleart_m0gtwcsf,rijks_rjgd-johann-theodor-en-johann-israel-de-bry,"(4333, 3137)",222,"[62.0, 8.0]"
588,100,"[poccetti, bernardino, bernardino poccetti, bernardino barbatelli]","[1548, 1612]","[bernardino poccetti, poccetti, bernardino]","[1545, 1612]",1,googleart_m0gwjfy,rijks_rjgd-bernardino-poccetti,"(4338, 575)",33,"[3, 0]"
589,100,[jacopo da empoli],"[1551, 1640]","[empoli, jacopo da, jacopo da empoli]","[1554, 1640]",1,googleart_m0gwtb8,rijks_rjgd-jacopo-da-empoli,"(4339, 2518)",21,"[3, 0]"
590,100,"[luttichuijs, isaac, isaack luttichuys]","[1616, 1673]","[isaack luttichuys, luttichuys, isaack]","[1602, 1673]",1,googleart_m0gx__7q,rijks_rjgd-isaack-luttichuys,"(4345, 2245)",7,"[14, 0]"
591,100,[geertruydt roghman],"[1625, 1657]","[geertruydt roghman, roghman, geertruydt]","[1610, 1657]",1,googleart_m0gy1kjk,rijks_rjgd-geertruydt-roghman,"(4350, 1559)",45,"[15, 0]"
593,100,[jan van almeloveen],"[1652, 1828.0]","[almeloveen, jan van, jan van almeloveen]","[1652, 1683]",1,googleart_m0h1xyd,rijks_rjgd-jan-van-almeloveen,"(4364, 2800)",115,"[0, 145.0]"
595,100,"[santvoort, dirck dircksz., dirck van santvoort]","[1600, 1680]","[dirck dircksz. van santvoort, santvoort, dirck dircksz. van]","[1610, 1680]",1,googleart_m0h64vxf,rijks_rjgd-dirck-dircksz.-van-santvoort,"(4377, 1116)",11,"[10, 0]"
596,100,[dirk stoop],"[1615, 1686]","[dirk stoop, stoop, dirk]","[1621, 1686]",1,googleart_m0h65d_f,rijks_rjgd-dirk-stoop,"(4378, 1145)",88,"[6, 0]"
597,91,"[pieter brueghel the younger, brueghel, pieter the younger, brueghel the younger, pieter]","[1564, 1638]","[brueghel, pieter (ii), pieter brueghel (ii)]","[1510, 1638]",1,googleart_m0h6m9,rijks_rjgd-pieter-brueghel-(ii),"(4380, 4389)",75,"[54, 0]"
600,100,[karel van mander iii],"[1609, 1670]","[karel van mander (iii), mander, karel van (iii)]","[1610, 1670]",1,googleart_m0h96k5j,rijks_rjgd-karel-van-mander-(iii),"(4389, 3421)",5,"[1, 0]"
602,100,[cornelis liefrinck],"[1581, 1662]","[cornelis liefrinck (ii), liefrinck, cornelis (ii)]","[1581, 1652]",1,googleart_m0hgpw7t,rijks_rjgd-cornelis-liefrinck-(ii),"(4393, 920)",18,"[0, 10]"
603,100,[gesina ter borch],"[1633, 1690]","[borch, gesina ter, gesina ter borch]","[1611, 1690]",1,googleart_m0hgrhp4,rijks_rjgd-gesina-ter-borch,"(4394, 1680)",563,"[22, 0]"
604,100,[girolamo mocetto],"[1470, 1531]","[girolamo mocetto, mocetto, girolamo]","[1458, 1531]",1,googleart_m0hr8c_n,rijks_rjgd-girolamo-mocetto,"(4399, 1810)",12,"[12, 0]"
606,100,[woutherus mol],"[1785, 1857]","[mol, woutherus, woutherus mol]","[1703, 1857]",1,googleart_m0j3d7dg,rijks_rjgd-woutherus-mol,"(4404, 5119)",8,"[82, 0]"
108,100,"[lawrence, sir thomas, lawrence, thomas, thomas lawrence, sir thomas lawrence]","[1769, 1830]","[lawrence, thomas, thomas lawrence]","[1704, 1830]",1,googleart_m0jr57,rijks_rjgd-thomas-lawrence,"(2124, 4856)",590,"[65, 0]"
608,90,"[cranach d. j., lucas, cranach, lucas the younger, lucas cranach the younger]","[1515, 1586]","[cranach, lucas (ii), lucas cranach (ii)]","[1548.0, 1548.0]",1,googleart_m0kqnm,rijks_rjgd-lucas-cranach-(ii),"(4418, 3630)",68,"[33.0, 38.0]"
609,100,"[januarius zick, zick, januarius]","[1730, 1797]","[januarius zick, zick, januarius]","[1702, 1797]",1,googleart_m0ks39c,rijks_rjgd-januarius-zick,"(4420, 2884)",9,"[28, 0]"
610,100,"[carpioni, giulio, giulio carpioni]","[1613, 1678]","[carpioni, giulio (i), giulio carpioni (i)]","[1613, 1679]",1,googleart_m0ktcqc,rijks_rjgd-giulio-carpioni-(i),"(4427, 1819)",27,"[0, 1]"
612,100,"[françois de poilly, poilly, françois de]","[1623, 1693]","[françois de poilly (le vieux), poilly, françois de (le vieux)]","[1622, 1693]",1,googleart_m0n_7cyw,rijks_rjgd-françois-de-poilly-(le-vieux),"(4436, 1443)",12,"[1, 0]"
613,100,"[dirck vellert, vellert, dirck jacobsz.]","[1480, 1547]","[dirck vellert, vellert, dirck]","[1485, 1547]",1,googleart_m0n_hn8h,rijks_rjgd-dirck-vellert,"(4437, 1127)",65,"[5, 0]"
614,100,"[christoffel jegher, jegher, christoffel]","[1596, 1653]","[christoffel jegher, jegher, christoffel]","[1508, 1653]",1,googleart_m0nd4wtg,rijks_rjgd-christoffel-jegher,"(4439, 775)",16,"[88, 0]"
125,100,"[hogarth, william, william hogarth]","[1697, 1764]","[hogarth, william, william hogarth]","[1611, 1764]",1,googleart_m0p_rx,rijks_rjgd-william-hogarth,"(2257, 5091)",598,"[86, 0]"
38,100,"[vasari, giorgio, giorgio vasari]","[1511, 1574]","[giorgio vasari, vasari, giorgio]","[1507, 1574]",1,googleart_m0pvnq,rijks_rjgd-giorgio-vasari,"(792, 1728)",263,"[4, 0]"
616,100,"[andreani, andrea, andrea andreani]","[1540, 1629]","[andrea andreani, andreani, andrea]","[1559, 1629]",1,googleart_m0sw1,rijks_rjgd-andrea-andreani,"(4454, 248)",48,"[19, 0]"
617,100,[pieter christoffel wonder],"[1780, 1852]","[pieter christoffel wonder, wonder, pieter christoffel]","[1701, 1852]",1,googleart_m0t501ks,rijks_rjgd-pieter-christoffel-wonder,"(4462, 4392)",18,"[79, 0]"
618,100,[ryūryūkyo shinsai],"[1799, 1823]","[ryûryûkyo shinsai, shinsai, ryûryûkyo]","[1764, 1825]",1,googleart_m0t5088n,rijks_rjgd-ryûryûkyo-shinsai,"(4511, 4676)",69,"[35, 2]"
619,93,"[verheyen, jan hendrik, jan hendrik verheyen]","[1778, 1846]","[jan hendrik verheijen, verheijen, jan hendrik]","[1712, 1846]",1,googleart_m0t508bq,rijks_rjgd-jan-hendrik-verheijen,"(4513, 2697)",6,"[66, 0]"
