,score,names_wiki+googleart+wga+meisterwerke+moma+artuk,dates_wiki+googleart+wga+meisterwerke+moma+artuk,names_rijks,dates_rijks,is_same,artist_id_wiki+googleart+wga+meisterwerke+moma+artuk,artist_id_rijks,idx,total_works_count,year_diff
255,100,"[jan wildens, wildens, jan van, wildens, jan]","[1586, 1653]","[jan wildens, wildens, jan]","[1585, 1653]",1,googleart_m03cwsgb,rijks_rjgd-jan-wildens,"(2989, 2872)",11,"[1, 0]"
259,100,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]","[boldrini, nicolò, nicolò boldrini]","[1500, 1540.0]",1,googleart_m03cxm93,rijks_rjgd-nicolò-boldrini,"(2993, 4140)",18,"[0, 26.0]"
1925,89,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]",[monogrammist ho],"[1500.0, 1500.0]",0,googleart_m03cxm93,rijks_rjgd-monogrammist-ho,"(3950, 2993)",17,"[0.0, 66.0]"
1939,89,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]",[monogrammist mz],"[1500.0, 1503.0]",0,googleart_m03cxm93,rijks_rjgd-monogrammist-mz,"(3997, 2993)",34,"[0.0, 63.0]"
1947,92,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]",[monogrammist w],"[1528.0, 1528.0]",0,googleart_m03cxm93,rijks_rjgd-monogrammist-w,"(4021, 2993)",17,"[28.0, 38.0]"
1943,89,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]",[monogrammist rr],"[1500.0, 1500.0]",0,googleart_m03cxm93,rijks_rjgd-monogrammist-rr,"(4013, 2993)",18,"[0.0, 66.0]"
1941,90,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]",[monogrammist rb],"[1500.0, 1500.0]",0,googleart_m03cxm93,rijks_rjgd-monogrammist-rb,"(4011, 2993)",18,"[0.0, 66.0]"
1921,89,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]",[monogrammist he],"[1529.0, 1529.0]",0,googleart_m03cxm93,rijks_rjgd-monogrammist-he,"(3941, 2993)",18,"[29.0, 37.0]"
1928,90,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]",[monogrammist ic],"[1550.0, 1550.0]",0,googleart_m03cxm93,rijks_rjgd-monogrammist-ic,"(3957, 2993)",17,"[50.0, 16.0]"
1938,89,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]",[monogrammist mt],"[1540.0, 1543.0]",0,googleart_m03cxm93,rijks_rjgd-monogrammist-mt,"(3996, 2993)",21,"[40.0, 23.0]"
1930,90,"[monogrammist i b, niccolò boldrini, boldrinus, nicolaus, boldrini, niccolò, boldrini, nicolò]","[1500, 1566.0]",[monogrammist ig],"[1522.0, 1529.0]",0,googleart_m03cxm93,rijks_rjgd-monogrammist-ig,"(3961, 2993)",28,"[22.0, 37.0]"
260,100,"[bonasone, giulio, giulio bonasone]","[1498, 1576]","[bonasone, giulio, giulio bonasone]","[1510, 1576]",1,googleart_m03cxmp2,rijks_rjgd-giulio-bonasone,"(2994, 1816)",27,"[12, 0]"
261,100,[francesco giuseppe casanova],"[1727, 1802]","[casanova, francesco giuseppe, francesco giuseppe casanova]","[1727, 1807]",1,googleart_m03cy95k,rijks_rjgd-francesco-giuseppe-casanova,"(2995, 1344)",7,"[0, 5]"
262,100,"[porcellis, jan, jan porcellis]","[1583, 1632]","[jan porcellis, porcellis, jan]","[1584, 1632]",1,googleart_m03czwjg,rijks_rjgd-jan-porcellis,"(2998, 2769)",25,"[1, 0]"
2046,89,"[neeffs, peeter the elder, neeffs the elder, peeter, pieter neefs the elder]","[1578, 1661]","[neefs, pieter (ii), pieter neefs (ii)]","[1605, 1659]",0,googleart_m03d3trh,rijks_rjgd-pieter-neefs-(ii),"(4476, 3011)",40,"[27, 2]"
264,92,"[neeffs, peeter the elder, neeffs the elder, peeter, pieter neefs the elder]","[1578, 1661]","[neefs, pieter (i), pieter neefs (i)]","[1578, 1656]",1,googleart_m03d3trh,rijks_rjgd-pieter-neefs-(i),"(3011, 4475)",41,"[0, 5]"
266,100,[egbert van drielst],"[1745, 1818]","[drielst, egbert van, egbert van drielst]","[1703, 1818]",1,googleart_m03d59m0,rijks_rjgd-egbert-van-drielst,"(3018, 1209)",90,"[42, 0]"
268,100,"[andreas schelfhout, schelfhout, andreas]","[1787, 1870]","[andreas schelfhout, schelfhout, andreas]","[1702, 1870]",1,googleart_m03d8v3l,rijks_rjgd-andreas-schelfhout,"(3022, 266)",56,"[85, 0]"
124,100,"[william hamilton, hamilton, william]","[1751, 1801]","[hamilton, william, william hamilton]","[1751, 1812]",1,googleart_m03d980l,rijks_rjgd-william-hamilton,"(2255, 5088)",92,"[0, 11]"
271,100,"[van honthorst, gerrit, honthorst, gerrit van, gerard van honthorst, honthorst, gerard van]","[1590, 1656]","[gerard van honthorst, honthorst, gerard van]","[1511, 1656]",1,googleart_m03f_3c,rijks_rjgd-gerard-van-honthorst,"(3028, 1617)",158,"[79, 0]"
272,100,"[sandrart, joachim von, sandrart, d. ä. von, joachim von sandrart, sandrart, joachim]","[1606, 1688]","[joachim von sandrart, sandrart, joachim von]","[1605, 1688]",1,googleart_m03f_4x,rijks_rjgd-joachim-von-sandrart,"(3029, 3003)",38,"[1, 0]"
1620,92,"[sandrart, joachim von, sandrart, d. ä. von, joachim von sandrart, sandrart, joachim]","[1606, 1688]","[jakob von sandrart, sandrart, jakob von]","[1605, 1708]",0,googleart_m03f_4x,rijks_rjgd-jakob-von-sandrart,"(2566, 3029)",35,"[1, 20]"
276,100,"[carel de moor, moor, carel de ii]","[1655, 1738]","[carel isaak de moor, moor, carel isaak de]","[1607, 1751]",0,googleart_m03frpb,rijks_rjgd-carel-isaak-de-moor,"(3034, 641)",15,"[48, 13]"
275,100,"[carel de moor, moor, carel de ii]","[1655, 1738]","[carel de moor (ii), moor, carel de (ii)]","[1602, 1738]",1,googleart_m03frpb,rijks_rjgd-carel-de-moor-(ii),"(3034, 635)",40,"[53, 0]"
57,100,"[jacob van ruisdael, van ruisdael, jacob, ruisdael, jacob isaackszon van, ruisdael, jacob isaaksz. van, jacob isaakszoon van ruisdael]","[1628, 1682]","[jacob isaacksz. van ruisdael, ruisdael, jacob isaacksz. van]","[1606, 1682]",1,googleart_m03fzd6,rijks_rjgd-jacob-isaacksz.-van-ruisdael,"(1025, 2399)",301,"[22, 0]"
283,100,"[aldert van everdingen, van everdingen, allart, everdingen, allart van, allaert van everdingen, everdingen, allaert van]","[1621, 1675]","[allaert van everdingen, everdingen, allaert van]","[1606, 1675]",1,googleart_m03fzhp,rijks_rjgd-allaert-van-everdingen,"(3047, 242)",853,"[15, 0]"
284,100,"[everdingen, caesar van, caesar van everdingen]","[1616, 1678]","[caesar boëtius van everdingen, everdingen, caesar boëtius van]","[1617, 1678]",1,googleart_m03fzny,rijks_rjgd-caesar-boëtius-van-everdingen,"(3048, 624)",26,"[1, 0]"
287,100,"[hendrik goltzius, goltzius, hendrick]","[1558, 1617]","[goltzius, hendrick, hendrick goltzius]","[1501, 1617]",1,googleart_m03fzzx,rijks_rjgd-hendrick-goltzius,"(3051, 1986)",2001,"[57, 0]"
1073,89,"[ludovico carracci, carracci, lodovico, carracci, ludovico]","[1555, 1619]","[a. carracci, carracci, a.]","[1567.0, 1570.0]",0,googleart_m03gmgb,rijks_rjgd-a.-carracci,"(5, 3053)",59,"[12.0, 49.0]"
288,100,[charles errard],"[1606, 1689]","[charles errard (fils), errard, charles (fils)]","[1607, 1689]",1,googleart_m03gxwr0,rijks_rjgd-charles-errard-(fils),"(3059, 704)",44,"[1, 0]"
289,100,"[jan wijnants, wynants, jan]","[1630, 1684]","[jan wijnants, wijnants, jan]","[1632, 1684]",1,googleart_m03gzxbq,rijks_rjgd-jan-wijnants,"(3061, 2871)",32,"[2, 0]"
2,100,"[adriaen van de velde, van de velde, adriaen, velde, adriaen van de]","[1636, 1672]","[adriaen van de velde, velde, adriaen van de]","[1611, 1672]",1,googleart_m03hgc9,rijks_rjgd-adriaen-van-de-velde,"(20, 150)",286,"[25, 0]"
292,94,[jacobus houbraken],"[1698, 1780]","[houbraken, jacob, jacob houbraken]","[1612, 1780]",1,googleart_m03hgjl,rijks_rjgd-jacob-houbraken,"(3067, 2396)",2164,"[86, 0]"
301,100,"[antoine coypel, coypel, antoine]","[1661, 1722]","[antoine coypel, coypel, antoine]","[1604, 1722]",1,googleart_m03jsgr,rijks_rjgd-antoine-coypel,"(3084, 346)",18,"[57, 0]"
302,100,"[antoine coypel, coypel, antoine]","[1661, 1722]","[charles-antoine coypel, coypel, charles-antoine]","[1607, 1752]",0,googleart_m03jsgr,rijks_rjgd-charles-antoine-coypel,"(3084, 695)",18,"[54, 30]"
304,100,"[mieris, willem van, willem van mieris, van mieris, willem]","[1662, 1747]","[mieris, willem van, willem van mieris]","[1606, 1747]",1,googleart_m03k9nd,rijks_rjgd-willem-van-mieris,"(3090, 5071)",73,"[56, 0]"
18,100,"[carlo crivelli, crivelli, carlo]","[1430, 1500]","[carlo crivelli, crivelli, carlo]","[1480.0, 1480.0]",1,googleart_m03kbd5,rijks_rjgd-carlo-crivelli,"(317, 664)",236,"[50.0, 20.0]"
305,100,"[beccafumi, domenico, domenico di pace, domenico di pace beccafumi]","[1484, 1551]","[beccafumi, domenico, domenico beccafumi]","[1486, 1551]",1,googleart_m03kbh5,rijks_rjgd-domenico-beccafumi,"(3091, 1160)",150,"[2, 0]"
54,100,"[hubert robert, robert des ruines, robert, hubert]","[1733, 1808]","[hubert robert, robert, hubert]","[1705, 1808]",1,googleart_m03kc8p,rijks_rjgd-hubert-robert,"(965, 2189)",225,"[28, 0]"
306,100,[philip fruytiers],"[1627, 1666]","[fruytiers, philip, philip fruytiers]","[1601, 1666]",1,googleart_m03ljzc,rijks_rjgd-philip-fruytiers,"(3093, 4291)",23,"[26, 0]"
307,89,[hans collaert],"[1545, 1628]","[collaert, h., h. collaert]","[1555.0, 1590.0]",1,googleart_m03lr0g,rijks_rjgd-h.-collaert,"(3096, 1889)",115,"[10.0, 38.0]"
309,100,[jan veth],"[1864, 1925]","[jan veth, veth, jan]","[1805, 1925]",1,googleart_m03m5kk8,rijks_rjgd-jan-veth,"(3102, 2862)",29,"[59, 0]"
311,100,[charles parrocel],"[1688, 1752]","[charles parrocel, parrocel, charles]","[1605, 1752]",1,googleart_m03m9jbx,rijks_rjgd-charles-parrocel,"(3106, 722)",16,"[83, 0]"
313,100,"[willem cornelisz duyster, duyster, willem cornelisz.]","[1599, 1635]","[duyster, willem cornelisz., willem cornelisz. duyster]","[1508, 1635]",1,googleart_m03mbfmb,rijks_rjgd-willem-cornelisz.-duyster,"(3108, 4998)",14,"[91, 0]"
315,100,[erhard altdorfer],"[1480, 1561]","[altdorfer, erhard, erhard altdorfer]","[1512.0, 1512.0]",1,googleart_m03mcypc,rijks_rjgd-erhard-altdorfer,"(3113, 1249)",5,"[32.0, 49.0]"
316,100,"[domenico zampieri, domenichino]","[1581, 1641]",[domenichino],"[1510, 1641]",1,googleart_m03n9fj,rijks_rjgd-domenichino,"(3122, 1159)",127,"[71, 0]"
77,100,"[josé de ribera (lo spagnoletto), jusepe de ribera, de ribera, jusepe, ribera, jose de, ribera, jusepe de]","[1591, 1664.0]","[jusepe de ribera, ribera, jusepe de]","[1591, 1652]",1,googleart_m03n9k4,rijks_rjgd-jusepe-de-ribera,"(1285, 3392)",344,"[0, 12.0]"
319,100,"[wieringen, cornelis claesz van, cornelis claesz van wieringen, van wieringen, cornelis claesz.]","[1577, 1635]","[cornelis claesz. van wieringen, wieringen, cornelis claesz. van]","[1577, 1633]",1,googleart_m03qh0_k,rijks_rjgd-cornelis-claesz.-van-wieringen,"(3144, 870)",24,"[0, 2]"
320,100,[nicolaas pieneman],"[1809, 1860]","[nicolaas pieneman, pieneman, nicolaas]","[1801, 1860]",1,googleart_m03qk3wp,rijks_rjgd-nicolaas-pieneman,"(3147, 4068)",44,"[8, 0]"
321,100,[david loggan],"[1634, 1692]","[david loggan, loggan, david]","[1633, 1692]",1,googleart_m03ql762,rijks_rjgd-david-loggan,"(3148, 1056)",22,"[1, 0]"
323,100,"[koch, joseph anton, joseph anton koch]","[1768, 1839]","[joseph anton koch, koch, joseph anton]","[1707, 1839]",1,googleart_m03wfzq6,rijks_rjgd-joseph-anton-koch,"(3165, 3330)",58,"[61, 0]"
324,100,"[geertgen tot sint jans, gerrit van haarlem]","[1460, 1495]",[geertgen tot sint jans],"[1465, 1495]",1,googleart_m03z6sl,rijks_rjgd-geertgen-tot-sint-jans,"(3178, 1558)",31,"[5, 0]"
326,100,[john greenwood],"[1727, 1792]","[greenwood, john, john greenwood]","[1712, 1792]",1,googleart_m04210dn,rijks_rjgd-john-greenwood,"(3189, 3286)",31,"[15, 0]"
328,100,[johann adam klein],"[1792, 1875]","[johann adam klein, klein, johann adam]","[1711, 1875]",1,googleart_m043k12t,rijks_rjgd-johann-adam-klein,"(3195, 3070)",27,"[81, 0]"
329,100,"[houbraken, arnold, arnold houbraken]","[1660, 1719]","[arnold houbraken, houbraken, arnold]","[1603, 1719]",1,googleart_m043knfs,rijks_rjgd-arnold-houbraken,"(3196, 423)",328,"[57, 0]"
330,100,"[pieter van os, os, pieter gerardus van]","[1776, 1839]","[os, pieter gerardus van, pieter gerardus van os]","[1710, 1839]",1,googleart_m043rpln,rijks_rjgd-pieter-gerardus-van-os,"(3199, 4431)",128,"[66, 0]"
333,100,"[vangoyen, jan, goyen, jan van, goyan, jan van, goyen, jan josephsz. van, goye, jan van, gooyen, jan van, goyen, jan josephsz. van [thieme-becker], goien, jan van, van goyen, jan, jan van goyen, goyen, iohannes a, goijen, jan van, goien, jan josephsz. van]","[1596, 1656]","[goyen, jan van, jan van goyen]","[1501, 1656]",1,googleart_m045vs,rijks_rjgd-jan-van-goyen,"(3204, 2824)",256,"[95, 0]"
335,100,"[cock, jan wellens de, jan wellens de cock]","[1480, 1529]","[cock, pseudo jan wellens de, pseudo jan wellens de cock]","[1515.0, 1525.0]",0,googleart_m047q750,rijks_rjgd-pseudo-jan-wellens-de-cock,"(3219, 4569)",12,"[35.0, 4.0]"
336,100,"[cock, jan wellens de, jan wellens de cock]","[1480, 1529]","[cock, jan wellens de, jan wellens de cock]","[1480, 1528]",1,googleart_m047q750,rijks_rjgd-jan-wellens-de-cock,"(3219, 2870)",12,"[0, 1]"
337,100,[master of the virgo inter virgines],"[1470, 1903]",[master of the virgo inter virgines],"[1480.0, 1495.0]",1,googleart_m047rps6,rijks_rjgd-master-of-the-virgo-inter-virgines,"(3221, 3756)",20,"[10.0, 408.0]"
338,100,[hendrik willem mesdag],"[1831, 1915]","[hendrik willem mesdag, mesdag, hendrik willem]","[1802, 1915]",1,googleart_m048kfy,rijks_rjgd-hendrik-willem-mesdag,"(3231, 2095)",14,"[29, 0]"
340,100,"[cerezo d. j., mateo, mateo cerezo, cerezo, mateo the younger]","[1637, 1666]","[cerezo, mateo (ii), mateo cerezo (ii)]","[1604, 1666]",1,googleart_m04cvx2m,rijks_rjgd-mateo-cerezo-(ii),"(3241, 3758)",13,"[33, 0]"
341,100,"[jacob matham, matham, jacob]","[1571, 1631]","[jacob matham, matham, jacob]","[1510, 1631]",1,googleart_m04f2hxb,rijks_rjgd-jacob-matham,"(3260, 2417)",1029,"[61, 0]"
343,100,[rienk jelgerhuis],"[1729, 1806]","[jelgerhuis, rienk, rienk jelgerhuis]","[1704, 1806]",1,googleart_m04gs5k3,rijks_rjgd-rienk-jelgerhuis,"(3284, 4623)",182,"[25, 0]"
99,100,"[longhi, pietro, pietro falca, pietro longhi]","[1701, 1785]","[longhi, pietro, pietro longhi]","[1702, 1785]",1,googleart_m04h26q,rijks_rjgd-pietro-longhi,"(1835, 4547)",214,"[1, 0]"
346,100,[wijnand nuijen],"[1813, 1839]","[nuijen, wijnand, wijnand nuijen]","[1803, 1839]",1,googleart_m04jdrfx,rijks_rjgd-wijnand-nuijen,"(3291, 4978)",15,"[10, 0]"
347,100,[johann wilhelm baur],"[1607, 1640]","[baur, johann wilhelm, johann wilhelm baur]","[1605, 1642]",1,googleart_m04jhbnm,rijks_rjgd-johann-wilhelm-baur,"(3292, 3142)",104,"[2, 2]"
348,100,"[credi, lorenzo di, lorenzo di credi, barducci, lorenzo di, lorenzo di andrea credi, lorenzo di sciarpelloni, lorenzo d'andrea d'oderigo]","[1456, 1537]","[credi, lorenzo di, lorenzo di credi]","[1459, 1537]",1,googleart_m04jn_t,rijks_rjgd-lorenzo-di-credi,"(3297, 3566)",31,"[3, 0]"
352,100,[antoine cardon],"[1739, 1822]","[antoine alexandre joseph cardon, cardon, antoine alexandre joseph]","[1712, 1822]",1,googleart_m04ljcct,rijks_rjgd-antoine-alexandre-joseph-cardon,"(3311, 342)",31,"[27, 0]"
353,100,[antoine cardon],"[1739, 1822]","[antoine cardon, cardon, antoine]","[1772, 1813]",0,googleart_m04ljcct,rijks_rjgd-antoine-cardon,"(3311, 344)",29,"[33, 9]"
354,94,"[joachim beuckelaer, beuckelaer, joachim]","[1530, 1574]","[bueckelaer, joachim, joachim bueckelaer]","[1530, 1569.0]",1,googleart_m04ltq2,rijks_rjgd-joachim-bueckelaer,"(3315, 2998)",49,"[0, 5.0]"
356,100,"[godfried schalcken, schalcken, godfried]","[1643, 1706]","[godfried schalcken, schalcken, godfried]","[1643, 1711]",1,googleart_m04ngr7,rijks_rjgd-godfried-schalcken,"(3327, 1842)",123,"[0, 5]"
357,100,"[samuel dirksz van hoogstraten, hoogstraten, samuel van, van hoogstraten, samuel]","[1627, 1678]","[hoogstraten, samuel van, samuel van hoogstraten]","[1608, 1678]",1,googleart_m04ngrl,rijks_rjgd-samuel-van-hoogstraten,"(3328, 4712)",114,"[19, 0]"
358,100,[thérèse schwartze],"[1851, 1918]","[schwartze, thérèse, thérèse schwartze]","[1812, 1918]",1,googleart_m04p8ss,rijks_rjgd-thérèse-schwartze,"(3333, 4865)",8,"[39, 0]"
359,100,"[huysum, jan van, jan van huysum, van huysum, jan]","[1682, 1749]","[huysum, jan van, jan van huysum]","[1604, 1749]",1,googleart_m04tcjt,rijks_rjgd-jan-van-huysum,"(3343, 2831)",91,"[78, 0]"
361,100,"[cornelis galle the elder, galle, cornelis]","[1576, 1650]","[cornelis galle, galle, cornelis]","[1589.0, 1630.0]",1,googleart_m04ykwh0,rijks_rjgd-cornelis-galle,"(3364, 899)",307,"[13.0, 20.0]"
364,100,"[sassoferrato, giovanni battista salvi, giovanni battista salvi da sassoferrato]","[1605, 1685]","[giovanni battista salvi, salvi, giovanni battista]","[1608, 1685]",1,googleart_m04zl6z,rijks_rjgd-giovanni-battista-salvi,"(3375, 1759)",44,"[3, 0]"
368,100,"[jean-baptiste marie pierre, pierre, jean-baptiste-marie]","[1714, 1789]","[jean baptiste marie pierre, pierre, jean baptiste marie]","[1713, 1789]",1,googleart_m051w46k,rijks_rjgd-jean-baptiste-marie-pierre,"(3386, 2911)",19,"[1, 0]"
370,100,"[hennequin, philippe-auguste, hennequin, philippe a., philippe-auguste hennequin, hennequin, philippe auguste]","[1762, 1833]","[hennequin, philippe auguste, philippe auguste hennequin]","[1704, 1833]",1,googleart_m051xlwg,rijks_rjgd-philippe-auguste-hennequin,"(3390, 4301)",6,"[58, 0]"
371,100,"[johan jongkind, jongkind, johan barthold]","[1819, 1891]","[johan barthold jongkind, jongkind, johan barthold]","[1806, 1891]",1,googleart_m052_dh,rijks_rjgd-johan-barthold-jongkind,"(3398, 3039)",138,"[13, 0]"
379,100,[willem hondius],"[1598, 1652]","[hondius, willem, willem hondius]","[1597, 1660]",1,googleart_m05b2h63,rijks_rjgd-willem-hondius,"(3443, 5020)",74,"[1, 8]"
380,100,[willem witsen],"[1860, 1923]","[willem witsen, witsen, willem]","[1808, 1923]",1,googleart_m05b3rw0,rijks_rjgd-willem-witsen,"(3445, 5079)",101,"[52, 0]"
382,97,"[vivarini, bartolomeo, bartolomeo vivarini]","[1430, 1491]","[bartolommeo vivarini, vivarini, bartolommeo]","[1432, 1499]",1,googleart_m05cdfk,rijks_rjgd-bartolommeo-vivarini,"(3460, 536)",43,"[2, 8]"
385,100,"[trinquesse, louis-rolland, louis rolland trinquesse]","[1745, 1800]","[louis rolland trinquesse, trinquesse, louis rolland]","[1746, 1800]",1,googleart_m05f7v6k,rijks_rjgd-louis-rolland-trinquesse,"(3471, 3610)",12,"[1, 0]"
387,100,[john hoskins],"[1632.0, 1664]","[hoskins, john, john hoskins]","[1590, 1665]",1,googleart_m05fdnd,rijks_rjgd-john-hoskins,"(3474, 3289)",7,"[42.0, 1]"
393,100,"[beerstraten, jan abrahamsz., jan abrahamsz beerstraaten]","[1622, 1666]","[beerstraten, jan abrahamsz., jan abrahamsz. beerstraten]","[1605, 1666]",1,googleart_m05kks6x,rijks_rjgd-jan-abrahamsz.-beerstraten,"(3497, 2580)",68,"[17, 0]"
394,100,"[beerstraten, jan abrahamsz., jan abrahamsz beerstraaten]","[1622, 1666]",[beerstraten],"[1637.0, 1637.0]",0,googleart_m05kks6x,rijks_rjgd-beerstraten,"(3497, 544)",32,"[15.0, 29.0]"
395,100,"[ruysch, rachel, rachel ruysch]","[1664, 1750]","[rachel ruysch, ruysch, rachel]","[1606, 1750]",1,googleart_m05mcs5,rijks_rjgd-rachel-ruysch,"(3505, 4576)",45,"[58, 0]"
396,100,[wendel dietterlin],"[1550, 1599]","[dietterlin, wendel (i), wendel dietterlin (i)]","[1551, 1599]",1,googleart_m05mvfq6,rijks_rjgd-wendel-dietterlin-(i),"(3509, 4970)",31,"[1, 0]"
398,100,[sigmund freudenberger],"[1745, 1801]","[freudenberger, sigmund, sigmund freudenberger]","[1745, 1811]",1,googleart_m05pcnns,rijks_rjgd-sigmund-freudenberger,"(3527, 4742)",24,"[0, 10]"
399,100,"[leickert, charles henri joseph, charles leickert]","[1816, 1907]","[charles leickert, leickert, charles]","[1809, 1912]",1,googleart_m05r76l,rijks_rjgd-charles-leickert,"(3538, 713)",7,"[7, 5]"
400,100,"[peruzzi, baldassare, baldassare peruzzi]","[1481, 1537]","[baldassare peruzzi, peruzzi, baldassare]","[1481, 1563]",1,googleart_m05xd6n,rijks_rjgd-baldassare-peruzzi,"(3547, 473)",15,"[0, 26]"
402,100,"[aved, jacques-andré-joseph, aved, jacques-andre-joseph-camelot, jacques aved]","[1702, 1766]","[aved, jacques-andré-joseph, jacques-andré-joseph aved]","[1701, 1766]",1,googleart_m05znw0r,rijks_rjgd-jacques-andré-joseph-aved,"(3558, 2527)",8,"[1, 0]"
403,100,[cornelis kruseman],"[1797, 1857]","[cornelis kruseman, kruseman, cornelis]","[1709, 1857]",1,googleart_m05zpz28,rijks_rjgd-cornelis-kruseman,"(3559, 917)",89,"[88, 0]"
404,99,"[david pierre giottino humbert de superville, humbert de superville, david pierre giottino]","[1770, 1849]","[david pièrre giottino humbert de superville, humbert de superville, david pièrre giottino]","[1707, 1849]",1,googleart_m05zxk0r,rijks_rjgd-david-pièrre-giottino-humbert-de-superville,"(3567, 1059)",35,"[63, 0]"
406,100,"[françois-andré vincent, vincent, françois-andré]","[1746, 1816]","[françois andré vincent, vincent, françois andré]","[1712, 1816]",1,googleart_m060597,rijks_rjgd-françois-andré-vincent,"(3572, 1434)",13,"[34, 0]"
408,100,"[vlieger, simon de, simon de vlieger]","[1600, 1653]","[simon de vlieger, vlieger, simon de]","[1601, 1653]",1,googleart_m062331,rijks_rjgd-simon-de-vlieger,"(3575, 4747)",145,"[1, 0]"
409,100,"[danckerts, hendrick, hendrick danckerts]","[1625, 1680]","[danckerts, hendrick, hendrick danckerts]","[1625, 1679]",1,googleart_m0639_d,rijks_rjgd-hendrick-danckerts,"(3577, 1981)",84,"[0, 1]"
418,100,[louis jean desprez],"[1743, 1804]","[desprez, louis jean, louis jean desprez]","[1705, 1804]",1,googleart_m06nwrm,rijks_rjgd-louis-jean-desprez,"(3630, 3598)",10,"[38, 0]"
421,100,[heinrich aldegrever],"[1502, 1538]","[aldegrever, heinrich, heinrich aldegrever]","[1502, 1561]",1,googleart_m06wgyr,rijks_rjgd-heinrich-aldegrever,"(3646, 1971)",550,"[0, 23]"
96,100,"[claesz., pieter, pieter claesz]","[1597, 1661]","[pieter claesz. soutman, soutman, pieter claesz.]","[1601, 1657]",0,googleart_m06zmm3,rijks_rjgd-pieter-claesz.-soutman,"(1830, 4394)",112,"[4, 4]"
97,100,"[claesz., pieter, pieter claesz]","[1597, 1661]","[claesz., pieter, pieter claesz.]","[1597, 1660]",1,googleart_m06zmm3,rijks_rjgd-pieter-claesz.,"(1830, 4393)",104,"[0, 1]"
422,100,[francis cleyn],"[1582, 1658]","[cleyn, francis, francis cleyn]","[1655.0, 1655.0]",1,googleart_m06zrb0n,rijks_rjgd-francis-cleyn,"(3656, 1369)",4,"[73.0, 3.0]"
425,100,"[louis carrogis carmontelle, carmontelle, louis carrogis de]","[1717, 1806]","[carmontelle, louis de, louis de carmontelle]","[1717, 1812]",1,googleart_m072427,rijks_rjgd-louis-de-carmontelle,"(3670, 3583)",12,"[0, 6]"
430,100,"[cantarini, simone, simone cantarini]","[1612, 1648]","[cantarini, simone, simone cantarini]","[1608, 1648]",1,googleart_m0735jq,rijks_rjgd-simone-cantarini,"(3676, 4765)",79,"[4, 0]"
431,100,"[baldassare franceschini, franceschini, baldassarre]","[1611, 1690]","[baldassare franceschini, franceschini, baldassare]","[1611, 1689]",1,googleart_m073kfr,rijks_rjgd-baldassare-franceschini,"(3678, 472)",28,"[0, 1]"
433,100,"[andrea sacchi, sacchi, andrea]","[1599, 1661]","[andrea sacchi, sacchi, andrea]","[1511, 1661]",1,googleart_m073p76,rijks_rjgd-andrea-sacchi,"(3680, 259)",32,"[88, 0]"
434,100,"[jacob maris, maris, jacobus hendricus, maris, jacob henricus]","[1837, 1899]","[jacob maris, maris, jacob]","[1808, 1899]",1,googleart_m074t70,rijks_rjgd-jacob-maris,"(3685, 2415)",138,"[29, 0]"
122,100,"[vincent van gogh, van gogh, vincent, vincent willem van gogh, gogh, vincent van, gogh, vincent willem van]","[1853, 1890]","[gogh, vincent van, vincent van gogh]","[1803, 1890]",1,googleart_m07_m2,rijks_rjgd-vincent-van-gogh,"(2209, 4933)",2944,"[50, 0]"
436,100,"[both, jan, jan dirksz both]","[1610, 1652]","[both, jan, jan both]","[1622, 1652]",1,googleart_m07_m2d,rijks_rjgd-jan-both,"(3710, 2610)",188,"[12, 0]"
437,100,"[le romain, picart, bernard, picard, bernard, pikahr, bernard, bernard picart]","[1673, 1733]","[bernard, picart, picart bernard]","[1723.0, 1723.0]",1,googleart_m07_pg0,rijks_rjgd-picart-bernard,"(3711, 4323)",1472,"[50.0, 10.0]"
438,100,"[le romain, picart, bernard, picard, bernard, pikahr, bernard, bernard picart]","[1673, 1733]","[bernard picart, picart, bernard]","[1606, 1733]",1,googleart_m07_pg0,rijks_rjgd-bernard-picart,"(3711, 563)",2973,"[67, 0]"
440,100,"[giulio campi, campi, giulio]","[1507, 1572]","[campi, giulio, giulio campi]","[1502, 1572]",1,googleart_m07d56k,rijks_rjgd-giulio-campi,"(3715, 1818)",12,"[5, 0]"
