,"score","names_wga","dates_wga","names_artuk","dates_artuk","is_same","artist_id_wga","artist_id_artuk",
477,100,"[jones, john]","[1780, 1791]","[john]","[1800.0, 1800.0]",0,"jones, john, (1780-1791)","john",
478,100,"[jones, john]","[1780, 1791]","[jones]","[1850.0, 1850.0]",0,"jones, john, (1780-1791)","jones & betteridge of birmingham",
479,100,"[jones, john]","[1780, 1791]","[jones, john]","[1745, 1797]","True","jones, john, (1780-1791)","jones, john, (1745-1797)",
480,100,"[jones, john]","[1780, 1791]","[jones, samuel john egbert]","[1797, 1861]",0,"jones, john, (1780-1791)","jones, samuel john egbert, (1797-1861)",
481,100,"[jones, john]","[1790, 1790]","[john]","[1800.0, 1800.0]",0,"jones, john, (1790-1790)","john",
482,100,"[jones, john]","[1790, 1790]","[jones, samuel john egbert]","[1797, 1861]",0,"jones, john, (1790-1790)","jones, samuel john egbert, (1797-1861)",
483,100,"[jones, john]","[1790, 1790]","[jones, john]","[1745, 1797]","True","jones, john, (1790-1790)","jones, john, (1745-1797)",
484,100,"[jones, john]","[1790, 1790]","[jones]","[1850.0, 1850.0]",0,"jones, john, (1790-1790)","jones & betteridge of birmingham",
485,100,"[kauffmann, angelica]","[1741, 1807]","[kauffmann, angelica]","[1723, 1792]","True","kauffmann, angelica, (1741-1807)","kauffmann, angelica,  & reynolds, joshua, (1723-1792)",
486,100,"[kensett, john frederick]","[1816, 1872]","[john]","[1800.0, 1800.0]",0,"kensett, john frederick, (1816-1872)","john",
487,100,"[kensett, john frederick]","[1816, 1872]","[kensett, john frederick]","[1818, 1873]","True","kensett, john frederick, (1816-1872)","kensett, john frederick, (1818-1873)",
488,100,"[kessel, jan van]","[1641, 1680]","[van kessel the elder, jan]","[1626, 1679]",0,"kessel, jan van, (1641-1680)","van kessel the elder, jan, (1626-1679)",
489,100,"[kessel, jan van]","[1641, 1680]","[van kessel the elder, jan]","[1601, 1678]",0,"kessel, jan van, (1641-1680)","van kessel the elder, jan,  & brueghel the younger, jan, (1601-1678)",
490,100,"[kessel, jan van]","[1641, 1680]","[van kessel the younger, jan]","[1654, 1708]",0,"kessel, jan van, (1641-1680)","van kessel the younger, jan, (1654-1708)",
491,100,"[kneller, sir godfrey]","[1646, 1723]","[kneller, godfrey]","[1645, 1700]","True","kneller, sir godfrey, (1646-1723)","kneller, godfrey,  & wyck, jan, (1645-1700)",
492,100,"[kneller, sir godfrey]","[1646, 1723]","[godfrey]","[1720.0, 1720.0]",0,"kneller, sir godfrey, (1646-1723)","godfrey",
493,100,"[la thangue, henry herbert]","[1859, 1929]","[herbert]","[1826.0, 1982.0]",0,"la thangue, henry herbert, (1859-1929)","herbert",
494,100,"[landseer, sir edwin henry]","[1802, 1873]","[landseer, edwin henry]","[1798, 1879]","True","landseer, sir edwin henry, (1802-1873)","landseer, edwin henry,  & lee, frederick richard, (1798-1879)",
495,100,"[langetti, giovanni battista]","[1635, 1676]","[langetti, giovanni battista]","[1603, 1678]","True","langetti, giovanni battista, (1635-1676)","langetti, giovanni battista,  & pietro della vecchia, (1603-1678)",
496,100,"[lawrence, sir thomas]","[1769, 1830]","[lawrence, thomas]","[1782, 1847]","True","lawrence, sir thomas, (1769-1830)","lawrence, thomas,  & simpson, john, (1782-1847)",
497,100,"[lawrence, sir thomas]","[1769, 1830]","[lawrence, thomas]","[1802, 1845]","True","lawrence, sir thomas, (1769-1830)","lawrence, thomas,  & morton, andrew, (1802-1845)",
498,100,"[lecomte, hippolyte]","[1781, 1857]","[lecomte, hippolyte]","[1788, 1848]","True","lecomte, hippolyte, (1781-1857)","lecomte, hippolyte,  & quinart, charles-louis-françois, (1788-1848)",
499,100,"[lee, frederick richard]","[1798, 1879]","[richard, frederick]","[1800, 1850]",0,"lee, frederick richard, (1798-1879)","richard, frederick, (1800-1850)",
500,100,"[lefèvre, robert]","[1755, 1830]","[lefèvre]","[1750, 1780]","True","lefèvre, robert, (1755-1830)","lefèvre, (1750-1780)",
501,100,"[lely, sir peter]","[1618, 1680]","[lely, peter]","[1633, 1699]","True","lely, sir peter, (1618-1680)","lely, peter,  & beale, mary, (1633-1699)",
502,100,"[lingelbach, johannes]","[1622, 1674]","[lingelbach, johannes]","[1635, 1684]","True","lingelbach, johannes, (1622-1674)","lingelbach, johannes,  & wijnants, jan, (1635-1684)",
503,100,"[lippi, fra filippo]","[1406, 1469]","[lippi, filippo]","[1422, 1457]",0,"lippi, fra filippo, (1406-1469)","lippi, filippo,  & pesellino, francesco di stefano, (1422-1457)",
504,100,"[maineri, gian francesco]","[1460, 1535]","[de maineri, gian francesco]","[1489, 1506]",0,"maineri, gian francesco, (1460-1535)","de maineri, gian francesco, (1489-1506)",
505,100,"[maineri, gian francesco]","[1460, 1535]","[de maineri, gian francesco, active]","[1459, 1535]","True","maineri, gian francesco, (1460-1535)","de maineri, gian francesco, active  & costa, lorenzo, (1459-1535)",
506,100,"[maitland, paul]","[1863, 1909]","[paul, paul]","[1865, 1937]",0,"maitland, paul, (1863-1909)","paul, paul, (1865-1937)",
507,100,"[marshall, benjamin]","[1768, 1835]","[marshall]","[1840.0, 1840.0]",0,"marshall, benjamin, (1768-1835)","marshall",
508,100,"[martin, david]","[1737, 1798]","[martin, david]","[1737, 1797]","True","martin, david, (1737-1798)","martin, david, (1737-1797)",
509,100,"[martin, david]","[1737, 1798]","[martin, david]","[1749, 1819]","True","martin, david, (1737-1798)","martin, david,  & skirving, archibald, (1749-1819)",
510,100,"[martin, john]","[1789, 1854]","[john]","[1800.0, 1800.0]",0,"martin, john, (1789-1854)","john",
511,100,"[martin, john]","[1789, 1854]","[martin]","[1857.0, 1857.0]",0,"martin, john, (1789-1854)","martin",
512,100,"[master of alkmaar]","[1500, 1515]","[master of alkmaar]","[1524, 1524]","True","master of alkmaar, (1500-1515)","master of alkmaar, (1524-1524)",
513,100,"[master of alkmaar]","[1500, 1515]","[master of]","[1515.0, 1518.0]",0,"master of alkmaar, (1500-1515)","master of, (16-16)",
514,100,"[master of female half-lengths]","[1530, 1540]","[master of]","[1515.0, 1518.0]",0,"master of female half-lengths, (1530-1540)","master of, (16-16)",
515,100,"[master of female half-lengths]","[1530, 1540]","[master of the female half-lengths]","[1525, 1550]","True","master of female half-lengths, (1530-1540)","master of the female half-lengths, (1525-1550)",
516,100,"[master of frankfurt]","[1460, 1533]","[master of]","[1515.0, 1518.0]",0,"master of frankfurt, (1460-1533)","master of, (16-16)",
517,100,"[master of hoogstraeten]","[1490, 1530]","[master of hoogstraeten]","[1500, 1500]","True","master of hoogstraeten, (1490-1530)","master of hoogstraeten, (1500-1500)",
518,100,"[master of hoogstraeten]","[1490, 1530]","[master of]","[1515.0, 1518.0]",0,"master of hoogstraeten, (1490-1530)","master of, (16-16)",
519,100,"[master of marradi]","[1490, 1490]","[master of]","[1515.0, 1518.0]",0,"master of marradi, (1490-1490)","master of, (16-16)",
520,100,"[master of marradi]","[1490, 1490]","[master of marradi]","[1480, 1500]","True","master of marradi, (1490-1490)","master of marradi, (1480-1500)",
521,100,"[master of moulins]","[1480, 1500]","[master of moulins]","[1475, 1505]","True","master of moulins, (1480-1500)","master of moulins, (1475-1505)",
522,100,"[master of moulins]","[1480, 1500]","[master of]","[1515.0, 1518.0]",0,"master of moulins, (1480-1500)","master of, (16-16)",
523,100,"[master of san miniato]","[1460, 1480]","[master of]","[1515.0, 1518.0]",0,"master of san miniato, (1460-1480)","master of, (16-16)",
524,100,"[master of the castello nativity]","[1445, 1475]","[master of the castello nativity]","[1450.0, 1465.0]","True","master of the castello nativity, (1445-1475)","master of the castello nativity, (15-15)",
525,100,"[master of the castello nativity]","[1445, 1475]","[master of]","[1515.0, 1518.0]",0,"master of the castello nativity, (1445-1475)","master of, (16-16)",
526,100,"[master of the legend of saint barbara]","[1470, 1500]","[master of]","[1515.0, 1518.0]",0,"master of the legend of saint barbara, (1470-1500)","master of, (16-16)",
527,100,"[master of the legend of saint catherine]","[1470, 1500]","[master of the legend of saint catherine]","[1475, 1500]","True","master of the legend of saint catherine, (1470-1500)","master of the legend of saint catherine, (1475-1500)",
528,100,"[master of the legend of saint catherine]","[1470, 1500]","[master of]","[1515.0, 1518.0]",0,"master of the legend of saint catherine, (1470-1500)","master of, (16-16)",
529,100,"[master of the legend of saint lucy]","[1480, 1510]","[master of]","[1515.0, 1518.0]",0,"master of the legend of saint lucy, (1480-1510)","master of, (16-16)",
530,100,"[master of the legend of saint lucy]","[1480, 1510]","[master of the legend of saint lucy]","[1475, 1505]","True","master of the legend of saint lucy, (1480-1510)","master of the legend of saint lucy, (1475-1505)",
531,100,"[master of the life of the virgin]","[1463, 1480]","[master of]","[1515.0, 1518.0]",0,"master of the life of the virgin, (1463-1480)","master of, (16-16)",
532,100,"[master of the prodigal son]","[1530, 1560]","[master of]","[1515.0, 1518.0]",0,"master of the prodigal son, (1530-1560)","master of, (16-16)",
533,100,"[master of the virgo inter virgines]","[1470, 1500]","[master of the virgo inter virgines]","[1480, 1500]","True","master of the virgo inter virgines, (1470-1500)","master of the virgo inter virgines, (1480-1500)",
534,100,"[master of the virgo inter virgines]","[1470, 1500]","[master of]","[1515.0, 1518.0]",0,"master of the virgo inter virgines, (1470-1500)","master of, (16-16)",
535,100,"[may, edward harrison]","[1824, 1887]","[harrison]","[1819.0, 1887.0]",0,"may, edward harrison, (1824-1887)","harrison",
536,100,"[merck, jacob fransz. van der]","[1610, 1664]","[van der merck, jacob fransz.]","[1590, 1656]","True","merck, jacob fransz. van der, (1610-1664)","van der merck, jacob fransz.,  & van honthorst, gerrit, (1590-1656)",
537,100,"[miel, jan]","[1599, 1663]","[miel, jan]","[1615, 1675]","True","miel, jan, (1599-1663)","miel, jan,  & dughet, gaspard, (1615-1675)",
538,100,"[miereveld, michiel jansz. van]","[1567, 1641]","[van miereveld, michiel jansz.]","[1596, 1623]","True","miereveld, michiel jansz. van, (1567-1641)","van miereveld, michiel jansz.,  & van miereveld, pieter, (1596-1623)",
539,100,"[millais, sir john everett]","[1829, 1896]","[millais, john everett]","[1828, 1899]","True","millais, sir john everett, (1829-1896)","millais, john everett,  & millais, william henry, (1828-1899)",
540,100,"[millais, sir john everett]","[1829, 1896]","[millais, john everett]","[1841, 1913]","True","millais, sir john everett, (1829-1896)","millais, john everett,  & reid, george, (1841-1913)",
541,100,"[momper, joos de]","[1564, 1634]","[de momper the younger, joos]","[1568, 1625]",0,"momper, joos de, (1564-1634)","de momper the younger, joos,  & brueghel the elder, jan, (1568-1625)",
542,100,"[momper, joos de]","[1564, 1634]","[de momper the younger, joos]","[1564, 1635]",0,"momper, joos de, (1564-1634)","de momper the younger, joos, (1564-1635)",
543,100,"[morland, george]","[1763, 1804]","[morland, george]","[1750, 1807]","True","morland, george, (1763-1804)","morland, george,  & rathbone, john, (1750-1807)",
544,100,"[morrice, james wilson]","[1865, 1924]","[wilson, james]","[1842, 1883]",0,"morrice, james wilson, (1865-1924)","wilson, james, (1842-1883)",
545,100,"[morris, william]","[1834, 1896]","[morris, william]","[1833, 1898]","True","morris, william, (1834-1896)","morris, william,  & rossetti, dante gabriel,  & burne-jones, edward, (1833-1898)",
546,100,"[morris, william]","[1834, 1896]","[morris, william walker]","[1832, 1867]",0,"morris, william, (1834-1896)","morris, william walker, (1832-1867)",
547,100,"[morris, william]","[1834, 1896]","[morris, william bright]","[1844, 1912]",0,"morris, william, (1834-1896)","morris, william bright, (1844-1912)",
548,100,"[neeffs, peeter the elder]","[1578, 1656]","[neeffs the elder, peeter]","[1614, 1652]","True","neeffs, peeter the elder, (1578-1656)","neeffs the elder, peeter,  & peeters i, bonaventura, (1614-1652)",
549,100,"[neeffs, peeter the elder]","[1578, 1656]","[neeffs the elder, peeter]","[1578, 1661]","True","neeffs, peeter the elder, (1578-1656)","neeffs the elder, peeter, (1578-1661)",
550,100,"[niccolò di pietro gerini]","[1366, 1415]","[niccolò di pietro]","[1394, 1440]",0,"niccolò di pietro gerini, (1366-1415)","niccolò di pietro, (1394-1440)",
551,100,"[niccolò di pietro gerini]","[1366, 1415]","[gerini, niccolò di pietro]","[1368, 1415]","True","niccolò di pietro gerini, (1366-1415)","gerini, niccolò di pietro, (1368-1415)",
552,100,"[niccolò di pietro]","[1394, 1440]","[gerini, niccolò di pietro]","[1368, 1415]","True","niccolò di pietro, (1394-1440)","gerini, niccolò di pietro, (1368-1415)",
553,100,"[nomé, françois de]","[1593, 1644]","[de nomé, françois, –after]","[1590, 1652]","True","nomé, françois de, (1593-1644)","de nomé, françois, –after  & barra, didier, (1590-1652)",
554,100,"[norie, james]","[1684, 1757]","[norie, james]","[1711, 1736]","True","norie, james, (1684-1757)","norie, james,  & norie, james, (1711-1736)",
555,100,"[opie, john]","[1761, 1807]","[john]","[1800.0, 1800.0]",0,"opie, john, (1761-1807)","john",
556,100,"[opie, john]","[1761, 1807]","[opie, john]","[1755, 1834]","True","opie, john, (1761-1807)","opie, john,  & bone, henry, (1755-1834)",
557,100,"[opie, john]","[1761, 1807]","[opie, john]","[1747, 1801]","True","opie, john, (1761-1807)","opie, john,  & wheatley, francis, (1747-1801)",
558,100,"[pater, jean baptiste joseph]","[1695, 1736]","[pater, jean-baptiste]","[1696, 1754]","True","pater, jean baptiste joseph, (1695-1736)","pater, jean-baptiste,  & filloeul, pierre, (1696-1754)",
559,100,"[pier francesco fiorentino]","[1444, 1497]","[pier francesco fiorentino, –after]","[1410, 1487]","True","pier francesco fiorentino, (1444-1497)","pier francesco fiorentino, –after  & piero di lorenzo di pratese di bartolo zuccheri, (1410-1487)",
560,100,"[platzer, johann georg]","[1704, 1761]","[platzer, johann georg]","[1677, 1747]","True","platzer, johann georg, (1704-1761)","platzer, johann georg,  & orient, josef, (1677-1747)",
561,100,"[poelenburgh, cornelis van]","[1594, 1667]","[van poelenburgh, cornelis]","[1618, 1652]","True","poelenburgh, cornelis van, (1594-1667)","van poelenburgh, cornelis,  & both, jan, (1618-1652)",
562,100,"[pollaiuolo, antonio del]","[1431, 1498]","[del pollaiuolo, antonio]","[1432, 1498]","True","pollaiuolo, antonio del, (1431-1498)","del pollaiuolo, antonio, (1432-1498)",
563,100,"[pollaiuolo, antonio del]","[1431, 1498]","[del pollaiuolo, antonio]","[1441, 1496]","True","pollaiuolo, antonio del, (1431-1498)","del pollaiuolo, antonio,  & del pollaiuolo, piero, (1441-1496)",
564,100,"[poussin, nicolas]","[1594, 1665]","[poussin, nicolas]","[1590, 1661]","True","poussin, nicolas, (1594-1665)","poussin, nicolas,  & seghers, daniel, (1590-1661)",
565,100,"[poussin, nicolas]","[1594, 1665]","[poussin, nicolas]","[1615, 1673]","True","poussin, nicolas, (1594-1665)","poussin, nicolas,  & rosa, salvator, (1615-1673)",
566,100,"[pérez, bartolomé]","[1634, 1693]","[pérez, bartolomé]","[1614, 1676]","True","pérez, bartolomé, (1634-1693)","pérez, bartolomé,  & de arellano, juan, (1614-1676)",
567,100,"[reinagle, philip]","[1749, 1833]","[reinagle, george philip]","[1802, 1835]",0,"reinagle, philip, (1749-1833)","reinagle, george philip, (1802-1835)",
568,100,"[reinagle, ramsay richard]","[1775, 1862]","[reinagle, ramsay richard]","[1776, 1837]",0,"reinagle, ramsay richard, (1775-1862)","reinagle, ramsay richard,  & constable, john, (1776-1837)",
569,100,"[ricci, marco]","[1676, 1730]","[ricci, marco]","[1659, 1734]","True","ricci, marco, (1676-1730)","ricci, marco,  & ricci, sebastiano, (1659-1734)",
570,100,"[rigaud, john francis]","[1742, 1810]","[john]","[1800.0, 1800.0]",0,"rigaud, john francis, (1742-1810)","john",
571,100,"[riley, john]","[1646, 1691]","[riley, john]","[1660, 1711]","True","riley, john, (1646-1691)","riley, john,  & closterman, john, (1660-1711)",
572,100,"[romney, george]","[1734, 1802]","[romney, george]","[1733, 1768]","True","romney, george, (1734-1802)","romney, george,  & steele, christopher, (1733-1768)",
573,100,"[rossetti, dante gabriel]","[1828, 1882]","[rossetti, dante gabriel]","[1821, 1893]","True","rossetti, dante gabriel, (1828-1882)","rossetti, dante gabriel,  & brown, ford madox, (1821-1893)",
574,100,"[rottenhammer, hans i]","[1564, 1625]","[rottenhammer, hans i]","[1568, 1625]","True","rottenhammer, hans i, (1564-1625)","rottenhammer, hans i,  & brueghel the elder, jan, (1568-1625)",
575,100,"[rousseau, théodore]","[1812, 1867]","[rousseau, théodore]","[1811, 1889]","True","rousseau, théodore, (1812-1867)","rousseau, théodore,  & dupré, jules, (1811-1889)",
576,100,"[rubens, peter paul]","[1577, 1640]","[rubens, peter paul]","[1579, 1657]","True","rubens, peter paul, (1577-1640)","rubens, peter paul,  & snyders, frans, (1579-1657)",
577,100,"[rubens, peter paul]","[1577, 1640]","[rubens, peter paul]","[1568, 1625]","True","rubens, peter paul, (1577-1640)","rubens, peter paul,  & brueghel the elder, jan, (1568-1625)",
578,100,"[russell, john]","[1745, 1806]","[john]","[1800.0, 1800.0]",0,"russell, john, (1745-1806)","john",
579,100,"[sartorius, john nost]","[1759, 1828]","[john]","[1800.0, 1800.0]",0,"sartorius, john nost, (1759-1828)","john",
580,100,"[scott, samuel]","[1702, 1772]","[scott, samuel]","[1700, 1765]","True","scott, samuel, (1702-1772)","scott, samuel,  & lambert, george, (1700-1765)",
581,100,"[scott, william bell]","[1811, 1890]","[scott]","[1850.0, 1850.0]",0,"scott, william bell, (1811-1890)","scott",
582,100,"[seddon, thomas iii]","[1821, 1856]","[thomas]","[1862.0, 1862.0]",0,"seddon, thomas iii, (1821-1856)","thomas",
583,100,"[seddon, thomas iii]","[1821, 1856]","[thomas, thomas]","[1854, 1896]",0,"seddon, thomas iii, (1821-1856)","thomas, thomas, (1854-1896)",
584,100,"[seeman, enoch]","[1694, 1744]","[seeman the younger, enoch]","[1695, 1745]","True","seeman, enoch, (1694-1744)","seeman the younger, enoch,  & davison, jeremiah, (1695-1745)",
585,100,"[seeman, enoch]","[1694, 1744]","[seeman the younger, enoch]","[1751, 1751]","True","seeman, enoch, (1694-1744)","seeman the younger, enoch,  & seeman, isaac, (1751-1751)",
586,100,"[seeman, enoch]","[1694, 1744]","[seeman the younger, enoch]","[1694, 1745]","True","seeman, enoch, (1694-1744)","seeman the younger, enoch, (1694-1745)",
587,100,"[serres, dominic]","[1722, 1793]","[serres, dominic]","[1726, 1770]","True","serres, dominic, (1722-1793)","serres, dominic,  & cotes, francis, (1726-1770)",
588,100,"[shee, sir martin archer]","[1769, 1850]","[martin]","[1857.0, 1857.0]",0,"shee, sir martin archer, (1769-1850)","martin",
589,100,"[signac, paul]","[1863, 1935]","[paul, paul]","[1865, 1937]",0,"signac, paul, (1863-1935)","paul, paul, (1865-1937)",
590,100,"[smart, john]","[1741, 1811]","[smart i of ipswich, john]","[1756, 1813]",0,"smart, john, (1741-1811)","smart i of ipswich, john, (1756-1813)",
591,100,"[smart, john]","[1741, 1811]","[john]","[1800.0, 1800.0]",0,"smart, john, (1741-1811)","john",
592,100,"[smith, george]","[1714, 1776]","[smith, george]","[1717, 1764]","True","smith, george, (1714-1776)","smith, george,  & smith, john, (1717-1764)",
593,100,"[stanfield, clarkson]","[1793, 1867]","[stanfield, george clarkson]","[1828, 1878]",0,"stanfield, clarkson, (1793-1867)","stanfield, george clarkson, (1828-1878)",
594,100,"[storck, abraham]","[1644, 1708]","[storck, abraham jansz.]","[1630, 1673]","True","storck, abraham, (1644-1708)","storck, abraham jansz.,  & storck, johannes, (1630-1673)",
595,100,"[stuart, gilbert]","[1755, 1828]","[newton, gilbert stuart]","[1794, 1835]",0,"stuart, gilbert, (1755-1828)","newton, gilbert stuart, (1794-1835)",
596,100,"[sully, thomas]","[1783, 1872]","[thomas]","[1862.0, 1862.0]",0,"sully, thomas, (1783-1872)","thomas",
597,100,"[sérusier, paul]","[1864, 1927]","[paul, paul]","[1865, 1937]",0,"sérusier, paul, (1864-1927)","paul, paul, (1865-1937)",
598,100,"[turner, joseph mallord william]","[1775, 1851]","[turner, william]","[1767, 1831]",0,"turner, joseph mallord william, (1775-1851)","turner, william, (1767-1831)",
599,100,"[velde, adriaen van de]","[1636, 1672]","[van de velde, adriaen]","[1633, 1686]","True","velde, adriaen van de, (1636-1672)","van de velde, adriaen,  & de moucheron, frederick, (1633-1686)",
600,100,"[velde, adriaen van de]","[1636, 1672]","[van de velde, adriaen]","[1628, 1685]","True","velde, adriaen van de, (1636-1672)","van de velde, adriaen,  & hackaert, jan, (1628-1685)",
601,100,"[verboeckhoven, eugène-joseph]","[1798, 1881]","[verboeckhoven, eugène joseph]","[1807, 1877]","True","verboeckhoven, eugène-joseph, (1798-1881)","verboeckhoven, eugène joseph,  & verwee, louis pierre, (1807-1877)",
602,100,"[verboeckhoven, eugène-joseph]","[1798, 1881]","[verboeckhoven, eugène joseph]","[1818, 1888]","True","verboeckhoven, eugène-joseph, (1798-1881)","verboeckhoven, eugène joseph,  & daiwaille, alexander joseph, (1818-1888)",
603,100,"[vivarini, antonio]","[1415, 1476]","[vivarini, antonio]","[1450, 1450]","True","vivarini, antonio, (1415-1476)","vivarini, antonio,  & giovanni d'alemagna, (1450-1450)",
604,100,"[vivarini, antonio]","[1415, 1476]","[vivarini, antonio]","[1415, 1484]","True","vivarini, antonio, (1415-1476)","vivarini, antonio, (1415-1484)",
605,100,"[ward, james]","[1769, 1859]","[ward]","[1830.0, 1830.0]",0,"ward, james, (1769-1859)","ward",
606,100,"[ward, james]","[1769, 1859]","[ward, james]","[1784, 1850]","True","ward, james, (1769-1859)","ward, james, (1784-1850)",
607,100,"[webb, james]","[1825, 1895]","[webb, james]","[1824, 1908]","True","webb, james, (1825-1895)","webb, james,  & earl, george, (1824-1908)",
608,100,"[webb, james]","[1825, 1895]","[webb]","[1850.0, 1850.0]",0,"webb, james, (1825-1895)","webb",
609,100,"[webber, john]","[1751, 1793]","[john]","[1800.0, 1800.0]",0,"webber, john, (1751-1793)","john",
610,100,"[wilkie, sir david]","[1785, 1841]","[wilkie, david]","[1791, 1842]","True","wilkie, sir david, (1785-1841)","wilkie, david,  & wilkin, frank william, (1791-1842)",
611,100,"[williams, hugh william]","[1773, 1829]","[williams, william]","[1758, 1797]",0,"williams, hugh william, (1773-1829)","williams, william, (1758-1797)",
612,100,"[williams, walter]","[1834, 1906]","[williams, walter heath]","[1835, 1906]","True","williams, walter, (1834-1906)","williams, walter heath, (1835-1906)",
613,100,"[williams, walter]","[1834, 1906]","[williams, alfred walter]","[1823, 1905]",0,"williams, walter, (1834-1906)","williams, alfred walter, (1823-1905)",
614,100,"[woodward, thomas]","[1801, 1852]","[thomas]","[1862.0, 1862.0]",0,"woodward, thomas, (1801-1852)","thomas",
615,100,"[wright, joseph]","[1734, 1797]","[wright, joseph]","[1756, 1793]","True","wright, joseph, (1734-1797)","wright, joseph, (1756-1793)",
616,100,"[wyck, jan]","[1644, 1700]","[wyck, jan]","[1645, 1700]","True","wyck, jan, (1644-1700)","wyck, jan, (1645-1700)",
617,100,"[wyck, jan]","[1644, 1700]","[wyck, jan]","[1643, 1699]","True","wyck, jan, (1644-1700)","wyck, jan,  & vorsterman, johannes, (1643-1699)",
618,100,"[wynants, jan]","[1630, 1684]","[wijnants, jan]","[1635, 1684]","True","wynants, jan, (1630-1684)","wijnants, jan, (1635-1684)",
619,100,"[wynants, jan]","[1630, 1684]","[wijnants, jan]","[1636, 1672]","True","wynants, jan, (1630-1684)","wijnants, jan,  & van de velde, adriaen, (1636-1672)",
620,86,"[eakins, thomas]","[1844, 1916]","[thomas, w.]","[1838, 1862]","False","eakins, thomas, (1844-1916)","thomas, w., (1838-1862)",
621,86,"[eakins, thomas]","[1844, 1916]","[thomas, a.]","[1862.0, 1862.0]","False","eakins, thomas, (1844-1916)","thomas, a.",
622,86,"[eakins, thomas]","[1844, 1916]","[thomas, m.]","[1832, 1843]","False","eakins, thomas, (1844-1916)","thomas, m., (1832-1843)",
623,86,"[hunt, william morris]","[1824, 1879]","[morris, c.]","[1865.0, 1865.0]","False","hunt, william morris, (1824-1879)","morris, c.",
624,86,"[hunt, william morris]","[1824, 1879]","[morris, d.]","[1899.0, 1899.0]","False","hunt, william morris, (1824-1879)","morris, d.",
625,86,"[hunt, william morris]","[1824, 1879]","[morris, m.]","[1906.0, 1906.0]","False","hunt, william morris, (1824-1879)","morris, m.",
626,85,"[hunt, william morris]","[1824, 1879]","[morris, william walker]","[1832, 1867]","False","hunt, william morris, (1824-1879)","morris, william walker, (1832-1867)",
627,90,"[adriaenssen, alexander]","[1587, 1661]","[alexander, j.]","[1628.0, 1628.0]","False","adriaenssen, alexander, (1587-1661)","alexander, j.",
628,90,"[keirinckx, alexander]","[1600, 1652]","[alexander, j.]","[1628.0, 1628.0]","False","keirinckx, alexander, (1600-1652)","alexander, j.",
629,93,"[angellis, pieter]","[1685, 1734]","[angillis, pieter]","[1685, 1734]","1","angellis, pieter, (1685-1734)","angillis, pieter, (1685-1734)",
630,92,"[barker, thomas]","[1769, 1847]","[barber, thomas]","[1771, 1843]","False","barker, thomas, (1769-1847)","barber, thomas, (1771-1843)",
631,92,"[barker, thomas]","[1769, 1847]","[barber, thomas]","[1798, 1826]","False","barker, thomas, (1769-1847)","barber, thomas, (1798-1826)",
632,92,"[barker, thomas jones]","[1813, 1882]","[barker, g. jones]","[1880, 1880]","False","barker, thomas jones, (1813-1882)","barker, g. jones, (1880-1880)",
633,90,"[schreyer, christian adolf]","[1828, 1899]","[christian, j.]","[1897.0, 1897.0]","False","schreyer, christian adolf, (1828-1899)","christian, j.",
634,90,"[cooke, edward william]","[1811, 1880]","[cocks, edward william]","[1803, 1803]","0","cooke, edward william, (1811-1880)","cocks, edward william, (1803-1803)",
635,90,"[verbruggen, gaspar peeter the elder]","[1635, 1681]","[de verbruggen the younger, gaspar peeter]","[1635, 1681]","0","verbruggen, gaspar peeter the elder, (1635-1681)","de verbruggen the younger, gaspar peeter,  & de verbruggen the elder, gaspar peeter, (1635-1681)",
636,93,"[marées, george de]","[1697, 1776]","[desmarées, george]","[1697, 1776]","1","marées, george de, (1697-1776)","desmarées, george, (1697-1776)",
637,93,"[hamilton, william]","[1751, 1801]","[hilton, william]","[1780, 1820]","False","hamilton, william, (1751-1801)","hilton, william, (1780-1820)",
638,94,"[hobbema, meyndert]","[1638, 1709]","[hobbema, meindert]","[1636, 1672]","1","hobbema, meyndert, (1638-1709)","hobbema, meindert,  & van de velde, adriaen, (1636-1672)",
639,90,"[hodges, william]","[1744, 1797]","[hodgson, william]","[1811.0, 1811.0]","False","hodges, william, (1744-1797)","hodgson, william",
640,93,"[lippi, filippino]","[1457, 1504]","[lippi, filippo]","[1422, 1457]","1","lippi, filippino, (1457-1504)","lippi, filippo,  & pesellino, francesco di stefano, (1422-1457)",
641,90,"[mcculloch, horatio]","[1805, 1867]","[mcculloch, d.]","[1838.0, 1838.0]","False","mcculloch, horatio, (1805-1867)","mcculloch, d.",
642,93,"[conti, francesco]","[1681, 1760]","[monti, francesco]","[1685, 1768]","False","conti, francesco, (1681-1760)","monti, francesco, (1685-1768)",
643,91,"[stuart, gilbert]","[1755, 1828]","[stuart, gilbert]","[1738, 1815]","1","stuart, gilbert, (1755-1828)","stuart, gilbert,  & copley, john singleton, (1738-1815)",
644,93,"[burch, hendrick van der]","[1627, 1666]","[van der borcht, hendrick]","[1583, 1660]","False","burch, hendrick van der, (1627-1666)","van der borcht, hendrick, (1583-1660)",
645,93,"[kessel, jan van, i]","[1626, 1679]","[van kessel the elder, jan]","[1601, 1678]","1","kessel, jan van, i, (1626-1679)","van kessel the elder, jan,  & brueghel the younger, jan, (1601-1678)",
646,93,"[kessel, jan van, i]","[1626, 1679]","[van kessel the elder, jan]","[1626, 1679]","1","kessel, jan van, i, (1626-1679)","van kessel the elder, jan, (1626-1679)",
